total_rows,rows_updated,rows_created,errors,date,day_of_week,axis_label,is_anom,anomaly_type
33813.0,21289.0,12524,7.0,,,,0,
29707.0,11536.0,18171,16.0,,,,0,
33616.0,8408.0,25208,13.0,,,,0,
24934.0,17103.0,7831,9.0,,,,0,
31952.0,27389.0,4563,18.0,,,,0,
33210.0,4840.0,28370,11.0,,,,0,
27453.0,12697.0,14756,17.0,,,,0,
29541.0,7878.0,21663,21.0,,,,0,
33191.0,25150.0,8041,9.0,,,,0,
30820.0,21711.0,9109,8.0,,,,0,
24529.0,20465.0,4064,16.0,,,,0,
32761.0,16996.0,15765,5.0,,,,0,
25057.0,51.0,25006,13.0,,,,0,
29539.0,17956.0,11583,13.0,,,,0,
29442.0,24177.0,5265,18.0,,,,0,
27682.0,5545.0,22137,8.0,,,,0,
29405.0,27514.0,1891,16.0,,,,0,
26868.0,13348.0,13520,6.0,,,,0,
33444.0,25853.0,7591,25.0,,,,0,
34661.0,7058.0,27603,13.0,,,,0,
26134.0,5925.0,20209,18.0,,,,0,
25596.0,6652.0,18944,15.0,,,,0,
30104.0,14021.0,16083,14.0,,,,0,
25295.0,8747.0,16548,16.0,,,,0,
29355.0,12683.0,16672,19.0,,,,0,
31478.0,20116.0,11362,17.0,,,,0,
34535.0,15284.0,19251,14.0,,,,0,
35929.0,15923.0,20006,5.0,,,,0,
33960.0,22267.0,11693,25.0,,,,0,
29600.0,11974.0,17626,14.0,,,,0,
33274.0,5205.0,28069,6.0,,,,0,
29851.0,24507.0,5344,14.0,,,,0,
29237.0,2369.0,26868,23.0,,,,0,
24112.0,21961.0,2151,14.0,,,,0,
37087.0,1010.0,36077,9.0,,,,0,
22754.0,6949.0,15805,20.0,,,,0,
35613.0,20362.0,15251,9.0,,,,0,
34510.0,18975.0,15535,12.0,,,,0,
25885.0,17089.0,8796,13.0,,,,0,
25229.0,21283.0,3946,13.0,,,,0,
32893.0,3705.0,29188,10.0,,,,0,
33601.0,25538.0,8063,19.0,,,,0,
25461.0,5634.0,19827,15.0,,,,0,
29715.0,7723.0,21992,10.0,,,,0,
29108.0,27574.0,1534,12.0,,,,0,
26528.0,15926.0,10602,15.0,,,,0,
21318.0,12269.0,9049,15.0,,,,0,
34240.0,16086.0,18154,14.0,,,,0,
25776.0,2397.0,23379,10.0,,,,0,
27761.0,14767.0,12994,11.0,,,,0,
26938.0,15527.0,11411,19.0,,,,0,
21810.0,7510.0,14300,15.0,,,,0,
31261.0,22661.0,8600,10.0,,,,0,
32220.0,10483.0,21737,12.0,,,,0,
27707.0,10236.0,17471,21.0,,,,0,
35907.0,21667.0,14240,18.0,,,,0,
25638.0,594.0,25044,19.0,,,,0,
29655.0,15707.0,13948,17.0,,,,0,
31831.0,23503.0,8328,16.0,,,,0,
36877.0,4164.0,32713,10.0,,,,0,
29249.0,1146.0,28103,6.0,,,,0,
31930.0,1877.0,30053,9.0,,,,0,
29549.0,14349.0,15200,13.0,,,,0,
23347.0,16264.0,7083,11.0,,,,0,
27637.0,16735.0,10902,16.0,,,,0,
29258.0,6345.0,22913,10.0,,,,0,
27662.0,15074.0,12588,12.0,,,,0,
29889.0,2893.0,26996,8.0,,,,0,
29852.0,4622.0,25230,13.0,,,,0,
27636.0,25543.0,2093,14.0,,,,0,
34089.0,17967.0,16122,26.0,,,,0,
25655.0,10077.0,15578,11.0,,,,0,
33241.0,32090.0,1151,9.0,,,,0,
31382.0,27617.0,3765,13.0,,,,0,
25788.0,12746.0,13042,6.0,,,,0,
29343.0,17195.0,12148,12.0,,,,0,
28217.0,28090.0,127,5.0,,,,0,
26226.0,2120.0,24106,12.0,,,,0,
27412.0,17487.0,9925,8.0,,,,0,
31328.0,26513.0,4815,14.0,,,,0,
31364.0,28416.0,2948,11.0,,,,0,
35877.0,35295.0,582,21.0,,,,0,
28995.0,15155.0,13840,22.0,,,,0,
33247.0,5766.0,27481,16.0,,,,0,
29812.0,25282.0,4530,16.0,,,,0,
18139.0,6362.0,11777,11.0,,,,0,
33628.0,2115.0,31513,9.0,,,,0,
39799.0,27844.0,11955,8.0,,,,0,
23918.0,4754.0,19164,6.0,,,,0,
30354.0,9954.0,20400,12.0,,,,0,
25466.0,17173.0,8293,5.0,,,,0,
33281.0,30485.0,2796,13.0,,,,0,
31144.0,9783.0,21361,9.0,,,,0,
27603.0,9024.0,18579,15.0,,,,0,
27380.0,15157.0,12223,16.0,,,,0,
33255.0,5346.0,27909,15.0,,,,0,
29617.0,8709.0,20908,9.0,,,,0,
29079.0,16738.0,12341,10.0,,,,0,
31798.0,21903.0,9895,19.0,,,,0,
30865.0,5863.0,25002,9.0,,,,0,
25628.0,22611.0,3017,16.0,,,,0,
25654.0,9358.0,16296,9.0,,,,0,
31472.0,27658.0,3814,18.0,,,,0,
31667.0,15374.0,16293,7.0,,,,0,
32975.0,24905.0,8070,15.0,,,,0,
37279.0,3734.0,33545,15.0,,,,0,
25339.0,9034.0,16305,16.0,,,,0,
33757.0,3421.0,30336,13.0,,,,0,
31711.0,660.0,31051,17.0,,,,0,
31712.0,25129.0,6583,4.0,,,,0,
28183.0,23604.0,4579,9.0,,,,0,
28126.0,25720.0,2406,11.0,,,,0,
26793.0,8207.0,18586,16.0,,,,0,
33462.0,28621.0,4841,18.0,,,,0,
34021.0,2564.0,31457,5.0,,,,0,
25758.0,20925.0,4833,24.0,,,,0,
33594.0,31051.0,2543,21.0,,,,0,
29327.0,18178.0,11149,18.0,,,,0,
29258.0,15360.0,13898,8.0,,,,0,
28825.0,16572.0,12253,7.0,,,,0,
33437.0,10136.0,23301,8.0,,,,0,
32045.0,28335.0,3710,8.0,,,,0,
35378.0,32485.0,2893,11.0,,,,0,
32151.0,8502.0,23649,23.0,,,,0,
27354.0,1827.0,25527,16.0,,,,0,
32507.0,24853.0,7654,11.0,,,,0,
26311.0,18618.0,7693,13.0,,,,0,
39459.0,39363.0,96,9.0,,,,0,
31705.0,7989.0,23716,8.0,,,,0,
29638.0,10057.0,19581,13.0,,,,0,
19216.0,7298.0,11918,5.0,,,,0,
33245.0,7606.0,25639,14.0,,,,0,
31417.0,20388.0,11029,20.0,,,,0,
31291.0,20179.0,11112,27.0,,,,0,
23508.0,3594.0,19914,10.0,,,,0,
28778.0,4615.0,24163,11.0,,,,0,
22827.0,22533.0,294,14.0,,,,0,
36321.0,1301.0,35020,14.0,,,,0,
29616.0,26009.0,3607,13.0,,,,0,
33287.0,8153.0,25134,14.0,,,,0,
31937.0,5584.0,26353,13.0,,,,0,
24012.0,3095.0,20917,15.0,,,,0,
27472.0,25173.0,2299,17.0,,,,0,
25667.0,13813.0,11854,4.0,,,,0,
29078.0,20420.0,8658,12.0,,,,0,
22993.0,8357.0,14636,8.0,,,,0,
30395.0,23017.0,7378,15.0,,,,0,
35947.0,29715.0,6232,5.0,,,,0,
31188.0,17036.0,14152,6.0,,,,0,
30168.0,1090.0,29078,10.0,,,,0,
17776.0,2878.0,14898,13.0,,,,0,
29257.0,24360.0,4897,18.0,,,,0,
27804.0,2201.0,25603,14.0,,,,0,
29484.0,19983.0,9501,22.0,,,,0,
33431.0,26031.0,7400,26.0,,,,0,
35776.0,13123.0,22653,13.0,,,,0,
30471.0,24866.0,5605,9.0,,,,0,
31561.0,16186.0,15375,14.0,,,,0,
23696.0,15484.0,8212,11.0,,,,0,
29674.0,2130.0,27544,17.0,,,,0,
30176.0,28545.0,1631,19.0,,,,0,
28250.0,13358.0,14892,14.0,,,,0,
25742.0,23624.0,2118,17.0,,,,0,
27447.0,13217.0,14230,7.0,,,,0,
37676.0,14298.0,23378,21.0,,,,0,
29798.0,14220.0,15578,10.0,,,,0,
34243.0,8706.0,25537,7.0,,,,0,
33230.0,414.0,32816,16.0,,,,0,
29634.0,28336.0,1298,15.0,,,,0,
33930.0,16878.0,17052,17.0,,,,0,
29525.0,25990.0,3535,18.0,,,,0,
26717.0,6188.0,20529,16.0,,,,0,
26296.0,25152.0,1144,12.0,,,,0,
25005.0,9921.0,15084,14.0,,,,0,
32824.0,23933.0,8891,17.0,,,,0,
32386.0,20817.0,11569,11.0,,,,0,
33121.0,26013.0,7108,16.0,,,,0,
31871.0,3696.0,28175,15.0,,,,0,
29631.0,9655.0,19976,10.0,,,,0,
35163.0,1874.0,33289,10.0,,,,0,
27662.0,9671.0,17991,12.0,,,,0,
19607.0,2656.0,16951,11.0,,,,0,
25582.0,290.0,25292,11.0,,,,0,
31267.0,14.0,31253,17.0,,,,0,
27544.0,20685.0,6859,21.0,,,,0,
21785.0,9363.0,12422,9.0,,,,0,
31304.0,18463.0,12841,17.0,,,,0,
28446.0,314.0,28132,14.0,,,,0,
29189.0,5789.0,23400,15.0,,,,0,
35342.0,22343.0,12999,11.0,,,,0,
27633.0,11068.0,16565,19.0,,,,0,
28786.0,8787.0,19999,18.0,,,,0,
31637.0,15482.0,16155,14.0,,,,0,
30528.0,22898.0,7630,7.0,,,,0,
23699.0,12250.0,11449,20.0,,,,0,
36544.0,7036.0,29508,21.0,,,,0,
29429.0,15524.0,13905,9.0,,,,0,
27137.0,1726.0,25411,12.0,,,,0,
33284.0,11272.0,22012,17.0,,,,0,
25805.0,17820.0,7985,10.0,,,,0,
31335.0,1253.0,30082,21.0,,,,0,
25395.0,18373.0,7022,17.0,,,,0,
28472.0,14974.0,13498,6.0,,,,0,
27668.0,21402.0,6266,20.0,,,,0,
31661.0,2477.0,29184,4.0,,,,0,
29235.0,9038.0,20197,21.0,,,,0,
25684.0,9705.0,15979,13.0,,,,0,
29543.0,4386.0,25157,27.0,,,,0,
33951.0,578.0,33373,8.0,,,,0,
27685.0,15248.0,12437,15.0,,,,0,
33631.0,30694.0,2937,19.0,,,,0,
23803.0,14484.0,9319,14.0,,,,0,
33123.0,21517.0,11606,11.0,,,,0,
29333.0,27362.0,1971,7.0,,,,0,
30796.0,12596.0,18200,13.0,,,,0,
33975.0,7052.0,26923,18.0,,,,0,
25283.0,16584.0,8699,19.0,,,,0,
25661.0,22900.0,2761,14.0,,,,0,
29761.0,12643.0,17118,16.0,,,,0,
35337.0,23497.0,11840,16.0,,,,0,
31440.0,26199.0,5241,15.0,,,,0,
35960.0,2884.0,33076,14.0,,,,0,
27859.0,15326.0,12533,23.0,,,,0,
32556.0,19498.0,13058,23.0,,,,0,
26072.0,10398.0,15674,12.0,,,,0,
27486.0,549.0,26937,11.0,,,,0,
25171.0,11766.0,13405,13.0,,,,0,
27840.0,9777.0,18063,11.0,,,,0,
31335.0,12029.0,19306,7.0,,,,0,
32967.0,14183.0,18784,7.0,,,,0,
28120.0,1765.0,26355,19.0,,,,0,
27752.0,15923.0,11829,11.0,,,,0,
21617.0,3686.0,17931,17.0,,,,0,
25819.0,17998.0,7821,10.0,,,,0,
27859.0,1373.0,26486,18.0,,,,0,
30095.0,5592.0,24503,9.0,,,,0,
33976.0,30130.0,3846,8.0,,,,0,
35643.0,15939.0,19704,13.0,,,,0,
31215.0,14008.0,17207,15.0,,,,0,
31010.0,20871.0,10139,6.0,,,,0,
29920.0,21257.0,8663,12.0,,,,0,
31911.0,22963.0,8948,15.0,,,,0,
26227.0,4710.0,21517,12.0,,,,0,
35728.0,17148.0,18580,15.0,,,,0,
29761.0,8350.0,21411,16.0,,,,0,
27391.0,24527.0,2864,13.0,,,,0,
31533.0,30102.0,1431,18.0,,,,0,
35591.0,15196.0,20395,8.0,,,,0,
23409.0,20057.0,3352,11.0,,,,0,
21870.0,2053.0,19817,14.0,,,,0,
26079.0,20173.0,5906,8.0,,,,0,
37550.0,36268.0,1282,19.0,,,,0,
23867.0,19944.0,3923,13.0,,,,0,
21845.0,10434.0,11411,20.0,,,,0,
33225.0,24665.0,8560,15.0,,,,0,
22078.0,20925.0,1153,19.0,,,,0,
35937.0,14268.0,21669,7.0,,,,0,
27061.0,23373.0,3688,19.0,,,,0,
23630.0,5605.0,18025,13.0,,,,0,
36119.0,10600.0,25519,8.0,,,,0,
31415.0,29163.0,2252,13.0,,,,0,
27834.0,16715.0,11119,21.0,,,,0,
31790.0,26483.0,5307,5.0,,,,0,
31155.0,3350.0,27805,9.0,,,,0,
29854.0,27448.0,2406,8.0,,,,0,
23773.0,23309.0,464,11.0,,,,0,
31538.0,29426.0,2112,18.0,,,,0,
30803.0,30521.0,282,16.0,,,,0,
23441.0,17581.0,5860,13.0,,,,0,
31913.0,5127.0,26786,6.0,,,,0,
31281.0,29776.0,1505,16.0,,,,0,
31709.0,23104.0,8605,11.0,,,,0,
33237.0,6849.0,26388,5.0,,,,0,
25995.0,4711.0,21284,6.0,,,,0,
31789.0,4869.0,26920,12.0,,,,0,
36039.0,24582.0,11457,11.0,,,,0,
30469.0,10031.0,20438,17.0,,,,0,
27217.0,16673.0,10544,19.0,,,,0,
33415.0,31087.0,2328,23.0,,,,0,
31697.0,7265.0,24432,11.0,,,,0,
32210.0,25468.0,6742,10.0,,,,0,
36079.0,1054.0,35025,12.0,,,,0,
31103.0,47.0,31056,18.0,,,,0,
29711.0,22465.0,7246,11.0,,,,0,
33941.0,22733.0,11208,23.0,,,,0,
31951.0,14766.0,17185,16.0,,,,0,
31404.0,8308.0,23096,14.0,,,,0,
33600.0,21273.0,12327,13.0,,,,0,
23792.0,21487.0,2305,18.0,,,,0,
38043.0,22386.0,15657,19.0,,,,0,
32929.0,10092.0,22837,7.0,,,,0,
34222.0,20452.0,13770,8.0,,,,0,
25757.0,6579.0,19178,12.0,,,,0,
29489.0,4015.0,25474,11.0,,,,0,
33993.0,30134.0,3859,15.0,,,,0,
30870.0,15223.0,15647,16.0,,,,0,
24046.0,14886.0,9160,10.0,,,,0,
29322.0,7851.0,21471,13.0,,,,0,
33377.0,29379.0,3998,17.0,,,,0,
31234.0,21940.0,9294,12.0,,,,0,
33580.0,20703.0,12877,9.0,,,,0,
29660.0,15098.0,14562,12.0,,,,0,
29855.0,15676.0,14179,15.0,,,,0,
26904.0,10430.0,16474,11.0,,,,0,
25696.0,12021.0,13675,14.0,,,,0,
19973.0,6279.0,13694,17.0,,,,0,
24008.0,14280.0,9728,11.0,,,,0,
29251.0,14384.0,14867,8.0,,,,0,
29751.0,5759.0,23992,15.0,,,,0,
21686.0,11530.0,10156,9.0,,,,0,
29596.0,2918.0,26678,16.0,,,,0,
31952.0,11365.0,20587,17.0,,,,0,
25309.0,18288.0,7021,16.0,,,,0,
31696.0,17126.0,14570,15.0,,,,0,
37612.0,3021.0,34591,11.0,,,,0,
32505.0,32453.0,52,12.0,,,,0,
34813.0,14392.0,20421,16.0,,,,0,
28377.0,25273.0,3104,27.0,,,,0,
27877.0,21398.0,6479,23.0,,,,0,
23849.0,14986.0,8863,20.0,,,,0,
27332.0,5801.0,21531,6.0,,,,0,
37330.0,36464.0,866,4.0,,,,0,
27994.0,17555.0,10439,15.0,,,,0,
27507.0,11969.0,15538,6.0,,,,0,
33459.0,15879.0,17580,12.0,,,,0,
31898.0,26279.0,5619,7.0,,,,0,
25793.0,19958.0,5835,6.0,,,,0,
29911.0,18817.0,11094,6.0,,,,0,
25214.0,11843.0,13371,5.0,,,,0,
33503.0,11263.0,22240,9.0,,,,0,
27825.0,17095.0,10730,17.0,,,,0,
27854.0,309.0,27545,17.0,,,,0,
26089.0,642.0,25447,15.0,,,,0,
27400.0,15447.0,11953,13.0,,,,0,
30881.0,19128.0,11753,4.0,,,,0,
30786.0,30156.0,630,14.0,,,,0,
33759.0,2634.0,31125,13.0,,,,0,
31447.0,3905.0,27542,10.0,,,,0,
27381.0,10831.0,16550,6.0,,,,0,
28062.0,25278.0,2784,10.0,,,,0,
33245.0,9578.0,23667,14.0,,,,0,
29323.0,7651.0,21672,8.0,,,,0,
28291.0,6765.0,21526,19.0,,,,0,
22168.0,19726.0,2442,7.0,,,,0,
33663.0,28580.0,5083,15.0,,,,0,
33330.0,33161.0,169,15.0,,,,0,
29188.0,9474.0,19714,18.0,,,,0,
31485.0,25844.0,5641,21.0,,,,0,
33781.0,19134.0,14647,19.0,,,,0,
35700.0,15871.0,19829,21.0,,,,0,
33265.0,30234.0,3031,14.0,,,,0,
30045.0,27467.0,2578,12.0,,,,0,
29325.0,8646.0,20679,11.0,,,,0,
27893.0,16873.0,11020,23.0,,,,0,
19589.0,17918.0,1671,24.0,,,,0,
26063.0,6287.0,19776,16.0,,,,0,
32911.0,27528.0,5383,10.0,,,,0,
23853.0,17668.0,6185,9.0,,,,0,
29106.0,6072.0,23034,12.0,,,,0,
29032.0,4314.0,24718,14.0,,,,0,
25899.0,13770.0,12129,16.0,,,,0,
24973.0,7362.0,17611,9.0,,,,0,
34254.0,291.0,33963,18.0,,,,0,
32360.0,23670.0,8690,18.0,,,,0,
29344.0,28315.0,1029,27.0,,,,0,
26109.0,19683.0,6426,8.0,,,,0,
28146.0,12381.0,15765,11.0,,,,0,
29633.0,8628.0,21005,11.0,,,,0,
19397.0,1799.0,17598,14.0,,,,0,
28070.0,24915.0,3155,14.0,,,,0,
32170.0,18444.0,13726,13.0,,,,0,
33596.0,33083.0,513,20.0,,,,0,
28006.0,21610.0,6396,15.0,,,,0,
33856.0,13029.0,20827,10.0,,,,0,
29763.0,13206.0,16557,12.0,,,,0,
25382.0,13794.0,11588,9.0,,,,0,
31430.0,9079.0,22351,11.0,,,,0,
29846.0,21017.0,8829,12.0,,,,0,
33624.0,32578.0,1046,6.0,,,,0,
25412.0,13717.0,11695,17.0,,,,0,
23605.0,20057.0,3548,5.0,,,,0,
29090.0,8644.0,20446,10.0,,,,0,
28650.0,20995.0,7655,11.0,,,,0,
29836.0,22050.0,7786,17.0,,,,0,
34087.0,10951.0,23136,9.0,,,,0,
38383.0,31079.0,7304,18.0,,,,0,
25924.0,902.0,25022,20.0,,,,0,
29723.0,12580.0,17143,11.0,,,,0,
30909.0,27188.0,3721,24.0,,,,0,
30359.0,15880.0,14479,12.0,,,,0,
33858.0,25796.0,8062,16.0,,,,0,
25478.0,20585.0,4893,14.0,,,,0,
27810.0,2867.0,24943,16.0,,,,0,
35629.0,28732.0,6897,6.0,,,,0,
36833.0,25050.0,11783,7.0,,,,0,
29661.0,20103.0,9558,6.0,,,,0,
23901.0,19270.0,4631,12.0,,,,0,
26085.0,21719.0,4366,21.0,,,,0,
35201.0,31825.0,3376,16.0,,,,0,
35284.0,18084.0,17200,9.0,,,,0,
29158.0,21106.0,8052,18.0,,,,0,
35742.0,15833.0,19909,23.0,,,,0,
27639.0,8018.0,19621,6.0,,,,0,
33718.0,7285.0,26433,9.0,,,,0,
29818.0,20704.0,9114,15.0,,,,0,
33762.0,21311.0,12451,12.0,,,,0,
19949.0,4239.0,15710,15.0,,,,0,
27948.0,22977.0,4971,4.0,,,,0,
31584.0,9245.0,22339,7.0,,,,0,
27981.0,16734.0,11247,9.0,,,,0,
24072.0,20071.0,4001,15.0,,,,0,
34239.0,23865.0,10374,18.0,,,,0,
34115.0,3066.0,31049,7.0,,,,0,
28830.0,15522.0,13308,6.0,,,,0,
33587.0,28538.0,5049,16.0,,,,0,
24169.0,21592.0,2577,17.0,,,,0,
31656.0,13955.0,17701,19.0,,,,0,
29497.0,13468.0,16029,16.0,,,,0,
31800.0,19123.0,12677,9.0,,,,0,
29628.0,25262.0,4366,7.0,,,,0,
31781.0,17400.0,14381,24.0,,,,0,
27379.0,16324.0,11055,13.0,,,,0,
33391.0,10714.0,22677,5.0,,,,0,
29757.0,11435.0,18322,14.0,,,,0,
31252.0,5851.0,25401,26.0,,,,0,
31696.0,17156.0,14540,11.0,,,,0,
37690.0,4022.0,33668,17.0,,,,0,
27398.0,13232.0,14166,9.0,,,,0,
35456.0,14952.0,20504,25.0,,,,0,
36330.0,12485.0,23845,10.0,,,,0,
27870.0,19429.0,8441,12.0,,,,0,
26006.0,4179.0,21827,17.0,,,,0,
35955.0,15089.0,20866,8.0,,,,0,
26896.0,5188.0,21708,23.0,,,,0,
27858.0,12433.0,15425,16.0,,,,0,
33744.0,12148.0,21596,25.0,,,,0,
23857.0,22283.0,1574,11.0,,,,0,
29745.0,2953.0,26792,18.0,,,,0,
28164.0,14504.0,13660,16.0,,,,0,
28344.0,12349.0,15995,26.0,,,,0,
34281.0,12263.0,22018,17.0,,,,0,
29094.0,9982.0,19112,17.0,,,,0,
24198.0,18068.0,6130,10.0,,,,0,
36160.0,6262.0,29898,24.0,,,,0,
27845.0,10291.0,17554,21.0,,,,0,
29616.0,26570.0,3046,15.0,,,,0,
31384.0,5260.0,26124,18.0,,,,0,
29631.0,21842.0,7789,14.0,,,,0,
27700.0,14753.0,12947,19.0,,,,0,
29168.0,3625.0,25543,15.0,,,,0,
32831.0,23570.0,9261,19.0,,,,0,
25561.0,25291.0,270,13.0,,,,0,
32757.0,4945.0,27812,19.0,,,,0,
25330.0,13907.0,11423,23.0,,,,0,
27814.0,14589.0,13225,10.0,,,,0,
30965.0,18067.0,12898,25.0,,,,0,
28092.0,14359.0,13733,13.0,,,,0,
31390.0,17502.0,13888,11.0,,,,0,
27938.0,2444.0,25494,18.0,,,,0,
30153.0,25245.0,4908,4.0,,,,0,
31371.0,23256.0,8115,15.0,,,,0,
19459.0,289.0,19170,24.0,,,,0,
25864.0,14419.0,11445,13.0,,,,0,
31609.0,19390.0,12219,6.0,,,,0,
29502.0,4678.0,24824,18.0,,,,0,
29843.0,10954.0,18889,11.0,,,,0,
29812.0,22506.0,7306,13.0,,,,0,
25888.0,15263.0,10625,18.0,,,,0,
25326.0,843.0,24483,14.0,,,,0,
33137.0,23664.0,9473,10.0,,,,0,
35082.0,12685.0,22397,17.0,,,,0,
36808.0,25484.0,11324,19.0,,,,0,
30280.0,1188.0,29092,8.0,,,,0,
27506.0,27113.0,393,17.0,,,,0,
35501.0,26239.0,9262,20.0,,,,0,
29711.0,16352.0,13359,9.0,,,,0,
29836.0,13435.0,16401,5.0,,,,0,
33979.0,18596.0,15383,11.0,,,,0,
33394.0,26629.0,6765,15.0,,,,0,
29931.0,12075.0,17856,7.0,,,,0,
29848.0,24552.0,5296,10.0,,,,0,
29458.0,2182.0,27276,12.0,,,,0,
25630.0,11850.0,13780,19.0,,,,0,
27554.0,8243.0,19311,11.0,,,,0,
21428.0,11578.0,9850,15.0,,,,0,
37150.0,26414.0,10736,12.0,,,,0,
31840.0,6179.0,25661,9.0,,,,0,
27479.0,19004.0,8475,20.0,,,,0,
35588.0,4690.0,30898,15.0,,,,0,
28952.0,28274.0,678,16.0,,,,0,
33749.0,15105.0,18644,24.0,,,,0,
35320.0,19503.0,15817,15.0,,,,0,
25762.0,2614.0,23148,14.0,,,,0,
29848.0,5400.0,24448,21.0,,,,0,
27325.0,6059.0,21266,21.0,,,,0,
27514.0,1542.0,25972,17.0,,,,0,
31749.0,10796.0,20953,4.0,,,,0,
31766.0,10229.0,21537,8.0,,,,0,
25573.0,12130.0,13443,12.0,,,,0,
31741.0,29982.0,1759,8.0,,,,0,
23831.0,15162.0,8669,14.0,,,,0,
25272.0,9313.0,15959,7.0,,,,0,
31427.0,8022.0,23405,5.0,,,,0,
31018.0,23772.0,7246,11.0,,,,0,
31355.0,6688.0,24667,16.0,,,,0,
29826.0,11131.0,18695,6.0,,,,0,
28013.0,6298.0,21715,14.0,,,,0,
35092.0,12822.0,22270,11.0,,,,0,
31334.0,14186.0,17148,17.0,,,,0,
27858.0,691.0,27167,14.0,,,,0,
32869.0,25639.0,7230,9.0,,,,0,
28067.0,12612.0,15455,18.0,,,,0,
28057.0,11859.0,16198,15.0,,,,0,
27707.0,24465.0,3242,16.0,,,,0,
25585.0,3688.0,21897,11.0,,,,0,
33627.0,31565.0,2062,11.0,,,,0,
33061.0,1706.0,31355,11.0,,,,0,
37246.0,12075.0,25171,10.0,,,,0,
32195.0,24870.0,7325,20.0,,,,0,
35405.0,29055.0,6350,11.0,,,,0,
27754.0,18981.0,8773,8.0,,,,0,
33515.0,20688.0,12827,15.0,,,,0,
23830.0,3964.0,19866,13.0,,,,0,
31612.0,13020.0,18592,9.0,,,,0,
19601.0,4582.0,15019,13.0,,,,0,
23746.0,9678.0,14068,17.0,,,,0,
33038.0,16042.0,16996,8.0,,,,0,
35787.0,24355.0,11432,13.0,,,,0,
29294.0,2759.0,26535,15.0,,,,0,
37605.0,28144.0,9461,16.0,,,,0,
36161.0,29915.0,6246,24.0,,,,0,
26435.0,18708.0,7727,15.0,,,,0,
29797.0,19837.0,9960,11.0,,,,0,
33860.0,16408.0,17452,14.0,,,,0,
27025.0,22710.0,4315,21.0,,,,0,
31747.0,30549.0,1198,11.0,,,,0,
30127.0,14344.0,15783,23.0,,,,0,
33865.0,28922.0,4943,4.0,,,,0,
33668.0,3530.0,30138,9.0,,,,0,
36756.0,3814.0,32942,8.0,,,,0,
29477.0,24934.0,4543,14.0,,,,0,
33491.0,242.0,33249,5.0,,,,0,
31778.0,29753.0,2025,10.0,,,,0,
33101.0,28105.0,4996,33.0,,,,0,
27355.0,11890.0,15465,12.0,,,,0,
23038.0,9845.0,13193,3.0,,,,0,
34288.0,33379.0,909,13.0,,,,0,
21928.0,10688.0,11240,16.0,,,,0,
32105.0,22735.0,9370,8.0,,,,0,
24375.0,757.0,23618,12.0,,,,0,
27867.0,24891.0,2976,12.0,,,,0,
29918.0,17127.0,12791,15.0,,,,0,
40383.0,38176.0,2207,9.0,,,,0,
29424.0,13767.0,15657,19.0,,,,0,
27712.0,26691.0,1021,19.0,,,,0,
28468.0,22189.0,6279,10.0,,,,0,
31621.0,15111.0,16510,23.0,,,,0,
29199.0,717.0,28482,22.0,,,,0,
30934.0,6811.0,24123,8.0,,,,0,
23643.0,7609.0,16034,9.0,,,,0,
31928.0,15992.0,15936,10.0,,,,0,
33138.0,21957.0,11181,19.0,,,,0,
28149.0,18589.0,9560,12.0,,,,0,
29622.0,28495.0,1127,9.0,,,,0,
28126.0,5471.0,22655,12.0,,,,0,
19653.0,17620.0,2033,4.0,,,,0,
25899.0,13023.0,12876,12.0,,,,0,
27757.0,2855.0,24902,16.0,,,,0,
39296.0,9909.0,29387,19.0,,,,0,
35660.0,24153.0,11507,17.0,,,,0,
25633.0,14547.0,11086,13.0,,,,0,
31656.0,29448.0,2208,7.0,,,,0,
29344.0,25177.0,4167,22.0,,,,0,
29430.0,11490.0,17940,4.0,,,,0,
31304.0,25936.0,5368,14.0,,,,0,
33759.0,30112.0,3647,8.0,,,,0,
31341.0,21643.0,9698,4.0,,,,0,
35442.0,25493.0,9949,19.0,,,,0,
29863.0,16244.0,13619,17.0,,,,0,
27194.0,8853.0,18341,18.0,,,,0,
29927.0,16366.0,13561,25.0,,,,0,
29481.0,7913.0,21568,12.0,,,,0,
26030.0,20010.0,6020,12.0,,,,0,
31814.0,23292.0,8522,13.0,,,,0,
29825.0,7310.0,22515,6.0,,,,0,
31857.0,20618.0,11239,7.0,,,,0,
27318.0,27097.0,221,23.0,,,,0,
29470.0,21109.0,8361,9.0,,,,0,
40132.0,26944.0,13188,23.0,,,,0,
30012.0,24786.0,5226,12.0,,,,0,
32963.0,6110.0,26853,11.0,,,,0,
30110.0,4148.0,25962,5.0,,,,0,
30238.0,23504.0,6734,19.0,,,,0,
31079.0,19190.0,11889,12.0,,,,0,
27931.0,9616.0,18315,12.0,,,,0,
26998.0,15840.0,11158,11.0,,,,0,
31951.0,17161.0,14790,17.0,,,,0,
19492.0,9760.0,9732,13.0,,,,0,
29727.0,562.0,29165,11.0,,,,0,
31537.0,10531.0,21006,10.0,,,,0,
31051.0,16737.0,14314,10.0,,,,0,
26026.0,7484.0,18542,11.0,,,,0,
21603.0,14320.0,7283,8.0,,,,0,
35943.0,17716.0,18227,11.0,,,,0,
26725.0,8487.0,18238,12.0,,,,0,
27493.0,25764.0,1729,18.0,,,,0,
33792.0,7186.0,26606,30.0,,,,0,
32871.0,27633.0,5238,23.0,,,,0,
